order_experience,inernational_oil_pr,Exchange_rate,shipowner,ship_kinds,ship_fee,chinese_bid_yn,ship size,domestic_competitor_bidding_yn,order_backlog,bid_pr,order_yn
yes,43.33,1260.0,C,B,6945.0,no,15913.73,no,166.7,10.82,no
yes,41.2,1286.0,J,B,8897.0,yes,12691.61,yes,265.02,10.91,no
yes,33.74,1150.0,J,B,5588.0,no,15804.61,yes,139.49,10.82,no
yes,29.67,1230.0,D,B,5724.0,no,12153.51,no,173.18,11.73,no
yes,24.65,1104.0,D,B,6791.0,no,13392.23,no,154.03,10.82,no
yes,29.25,1200.0,D,B,7653.0,no,16053.67,yes,107.91,11.1,no
no,23.92,1077.0,J,A,6650.0,yes,16955.04,yes,227.79,10.96,no
no,17.95,1385.0,B,A,6226.0,no,15062.72,no,259.37,10.82,no
yes,27.37,1169.0,D,B,6913.0,no,16332.39,yes,210.65,10.82,no
no,25.1,1102.0,L,D,6974.0,no,14979.79,no,139.93,10.82,no
no,22.21,1384.0,B,B,9165.0,no,13906.87,yes,205.2,10.82,no
yes,30.69,1537.0,H,E,6427.0,no,15075.17,yes,370.51,10.82,no
yes,43.25,1101.0,F,B,8119.0,no,18464.39,no,157.22,10.83,no
yes,52.98,1918.0,L,D,8507.0,no,13499.36,yes,108.45,10.82,no
yes,35.82,1199.0,D,B,6890.0,no,12724.64,no,278.03,10.84,no
yes,58.97,1071.0,D,B,5825.0,yes,15496.68,yes,193.22,10.82,no
no,28.38,1168.0,M,H,4155.0,no,15486.3,yes,218.56,10.83,no
yes,19.75,1152.0,D,B,6533.0,no,16439.7,no,249.99,10.82,no
no,29.58,1423.0,C,B,9576.0,no,17857.47,yes,173.13,11.95,no
no,18.51,1094.0,B,B,6325.0,no,13566.58,yes,272.14,10.82,no
yes,28.48,1140.0,C,B,7160.0,no,18130.26,yes,136.35,10.82,no
yes,28.36,1124.0,G,B,7404.0,yes,16700.36,yes,188.11,10.82,no
no,15.77,1336.0,C,B,6273.0,no,13868.7,no,142.34,10.89,no
yes,20.64,1116.0,D,B,7184.0,no,16082.75,yes,108.5,10.82,no
no,18.4,1158.0,D,B,7150.0,yes,22788.22,yes,161.0,10.83,no
yes,17.04,1198.0,K,B,8038.0,no,12248.25,no,179.12,10.83,no
yes,54.27,1202.0,L,D,7473.0,no,15847.77,no,193.95,10.83,no
no,19.29,1449.0,K,B,7559.0,no,17458.56,no,178.97,12.03,no
yes,14.54,1072.0,D,A,7843.0,no,12307.95,no,215.61,11.02,no
no,19.45,1052.0,K,B,6732.0,yes,26620.29,yes,183.44,10.87,no
yes,39.95,1238.0,I,A,11985.0,no,14975.15,yes,406.8,10.82,no
yes,34.19,1194.0,F,E,8073.0,no,15026.7,yes,172.29,10.82,no
yes,26.5,1498.0,K,B,6331.0,no,13896.51,yes,147.2,10.9,no
yes,15.63,1472.0,D,B,9334.0,no,14556.99,yes,160.41,10.82,no
yes,19.37,1499.0,D,A,7834.0,no,15277.96,no,254.56,10.84,no
yes,25.38,1138.0,D,A,7318.0,no,13949.93,no,220.13,11.11,no
no,15.23,1119.0,B,B,8750.0,yes,15545.55,no,159.87,10.94,no
no,54.42,1301.0,H,A,13419.0,no,13627.48,no,108.55,10.82,no
yes,34.75,1201.0,F,B,6129.0,no,14811.55,yes,208.34,10.92,no
no,13.35,1173.0,D,B,7255.0,no,12524.43,no,158.25,10.84,no
yes,18.23,1245.0,K,A,4443.0,no,16005.95,no,162.42,10.94,no
yes,27.37,1079.0,G,D,6530.0,no,13737.81,no,155.7,10.82,no
yes,30.41,1579.0,L,D,6001.0,yes,17547.26,no,172.05,10.82,no
yes,23.58,1156.0,F,B,8551.0,yes,16168.97,no,237.66,13.66,no
yes,19.83,1341.0,E,A,8694.0,no,14367.18,no,220.87,10.82,no
yes,35.08,1574.0,C,A,9481.0,no,15157.37,no,205.54,10.82,no
yes,59.96,1150.0,K,E,9104.0,no,14188.1,no,145.19,10.82,no
no,45.16,1136.0,L,D,8225.0,no,15267.85,no,137.38,10.82,no
yes,49.58,1250.0,K,E,10540.0,no,15468.12,yes,169.3,10.82,no
yes,27.26,1065.0,E,I,5465.0,yes,16812.24,no,248.12,12.42,no
yes,48.23,1107.0,L,D,8109.0,no,12043.01,no,157.91,10.82,no
yes,31.4,1105.0,I,A,8002.0,no,15216.19,no,166.7,10.82,no
yes,25.84,1143.0,J,B,6290.0,no,14500.5,yes,233.19,10.82,no
yes,19.19,1118.0,A,B,6766.0,no,15078.85,no,178.48,10.82,no
yes,38.25,1149.0,C,B,5242.0,no,13817.53,yes,161.1,10.82,no
yes,71.03,1356.0,L,D,9281.0,yes,14690.7,no,137.23,10.83,no
no,44.42,1127.0,K,A,7072.0,no,13531.96,yes,173.33,10.82,no
yes,19.85,1114.0,B,B,6608.0,no,16731.53,no,201.76,10.82,no
yes,23.1,1078.0,A,A,7933.0,no,13461.96,no,214.92,10.82,no
no,20.91,1138.0,F,B,4748.0,yes,17814.96,yes,222.09,10.83,no
yes,19.88,1415.0,D,B,6904.0,yes,18982.36,yes,189.43,11.04,no
yes,17.09,1135.0,C,B,8581.0,no,13042.39,yes,217.48,10.82,no
yes,72.53,1240.0,E,C,5040.0,no,12268.46,no,108.55,10.84,no
no,17.06,1057.0,D,B,8286.0,no,14261.24,no,164.93,10.84,no
no,23.5,1040.0,L,D,9331.0,no,12460.72,no,205.35,10.82,no
no,32.04,1139.0,M,H,6675.0,no,14026.81,no,164.93,10.85,no
yes,18.03,1266.0,J,B,7172.0,yes,17631.53,no,148.92,10.83,no
yes,26.15,1114.0,F,B,7870.0,yes,17401.63,yes,151.77,10.83,no
no,14.11,1093.0,D,B,10323.0,yes,18034.07,no,1089.45,10.83,no
yes,73.56,1155.0,D,B,13304.0,no,14523.77,yes,264.03,10.82,no
yes,46.89,1124.0,K,E,6920.0,no,12726.94,no,324.74,10.82,no
yes,26.43,1032.0,B,B,7447.0,no,12919.76,no,176.32,10.82,no
no,58.38,1080.0,L,D,4145.0,no,15762.93,yes,133.79,10.85,no
yes,30.74,1411.0,C,A,6106.0,no,15955.14,no,195.08,10.82,no
yes,30.16,1493.0,A,B,4809.0,no,14842.08,no,109.28,10.83,no
yes,20.31,1071.0,G,B,6621.0,yes,26874.85,no,108.55,10.82,no
yes,44.1,1049.0,F,B,5121.0,no,13082.53,yes,244.54,10.83,no
yes,37.37,1197.0,D,B,7244.0,no,17558.08,yes,130.8,10.82,no
no,24.14,1388.0,I,A,7534.0,no,16306.04,yes,174.11,10.87,no
yes,31.91,1086.0,C,A,8774.0,no,14664.52,yes,215.95,10.83,no
no,33.17,1081.0,B,B,8633.0,yes,16480.33,yes,167.68,11.43,no
no,15.97,1084.0,K,B,5300.0,yes,24288.9,yes,207.07,10.87,no
no,18.41,1290.0,K,B,9056.0,no,16729.89,no,179.81,11.9,no
no,20.64,1263.0,L,D,5563.0,no,14525.59,no,108.35,10.82,no
yes,28.92,1166.0,F,B,8134.0,no,12624.85,yes,224.01,10.92,no
no,17.0,1219.0,K,A,6373.0,no,15334.95,no,137.33,11.4,no
yes,37.75,1296.0,E,E,10142.0,no,17942.63,yes,288.3,10.82,no
no,12.39,1270.0,B,B,6153.0,yes,18114.22,yes,108.5,11.01,no
yes,34.83,1073.0,D,B,7611.0,no,12875.26,no,184.82,11.01,no
yes,17.94,1093.0,G,B,5083.0,no,14256.54,no,227.69,11.17,no
yes,21.14,1119.0,H,B,6459.0,no,14394.33,no,224.94,11.75,no
yes,38.36,1265.0,I,E,8922.0,no,13915.21,yes,320.32,10.82,no
yes,32.32,1086.0,F,B,10381.0,no,11994.16,no,193.95,10.82,no
no,21.7,1125.0,F,B,6855.0,yes,13865.0,yes,213.55,10.83,no
yes,91.15,1887.0,L,D,7324.0,yes,21377.74,no,107.71,11.26,no
yes,23.25,1505.0,G,B,7779.0,yes,17299.67,yes,157.61,10.83,no
yes,20.15,1288.0,C,B,5312.0,no,16369.53,no,153.39,10.82,no
yes,41.13,1383.0,C,B,7607.0,no,10627.82,no,108.94,10.82,no
yes,31.02,1165.0,D,B,9018.0,no,14885.46,no,231.92,10.82,no
no,96.08,1153.0,L,D,5919.0,no,15389.94,no,108.16,10.82,no
yes,45.18,1124.0,J,B,7206.0,no,12412.25,yes,158.89,10.82,no
yes,12.39,1125.0,C,B,7970.0,no,12510.94,no,161.05,10.82,no
yes,33.33,1208.0,D,B,5575.0,no,17177.88,no,209.96,10.82,no
yes,25.57,1115.0,D,A,4784.0,no,18085.11,no,177.7,10.82,no
yes,63.06,1077.0,D,B,7052.0,yes,23629.92,yes,172.49,10.82,no
no,34.01,1146.0,K,A,9013.0,no,13145.96,yes,177.6,10.82,no
no,21.9,1066.0,D,B,8759.0,yes,20852.94,yes,167.97,10.83,no
yes,28.17,1355.0,G,A,7584.0,no,15034.3,yes,108.6,10.84,no
yes,58.39,1752.0,L,D,8735.0,yes,16613.26,no,141.85,10.82,no
yes,22.94,1152.0,D,B,6975.0,no,12141.29,yes,163.6,10.82,no
yes,38.53,1265.0,K,E,9398.0,no,13143.52,yes,308.63,10.82,no
yes,67.86,1477.0,D,A,13856.0,no,17326.07,no,158.0,10.82,no
no,22.92,1607.0,L,D,10355.0,yes,17055.57,yes,192.63,10.82,no
yes,31.76,1124.0,A,B,7230.0,no,14177.72,no,155.4,10.82,no
no,29.47,1160.0,L,D,5430.0,no,17574.69,yes,194.39,10.9,no
yes,17.47,1282.0,J,B,6727.0,no,11954.4,no,167.83,10.82,no
yes,26.3,1090.0,D,B,9776.0,no,14517.77,no,154.52,10.82,no
yes,31.99,1143.0,F,B,8787.0,yes,20336.47,yes,197.98,11.22,no
yes,38.33,1593.0,D,B,8933.0,no,14682.05,no,155.11,10.82,no
yes,23.6,1341.0,H,B,8429.0,no,12872.06,no,108.65,10.82,no
no,48.13,1215.0,A,B,20874.0,no,14329.65,yes,453.21,10.82,no
yes,16.35,1061.0,L,D,7123.0,yes,18081.54,no,124.12,10.82,no
no,24.98,1513.0,B,A,6660.0,no,14237.73,no,231.28,10.82,no
no,21.3,1195.0,L,D,6106.0,no,16672.19,no,219.49,10.83,no
no,15.99,1046.0,L,D,7282.0,yes,16992.41,no,167.87,10.98,no
yes,43.18,1158.0,F,B,5603.0,yes,16556.24,no,194.64,10.83,no
yes,40.8,1256.0,L,D,5943.0,yes,17734.7,no,115.47,10.83,no
yes,32.21,1108.0,C,A,15304.0,no,13916.58,yes,249.2,10.82,no
yes,28.83,1099.0,C,A,10708.0,no,13960.61,no,182.66,11.55,no
yes,23.64,1084.0,A,B,8557.0,no,16281.37,no,174.5,10.82,no
yes,38.2,1186.0,F,B,11199.0,no,13353.6,no,190.42,10.82,no
yes,21.2,1495.0,D,B,10300.0,yes,14493.9,yes,193.36,11.02,no
yes,19.59,1072.0,B,B,5871.0,no,13777.59,no,180.2,10.82,no
yes,20.39,1070.0,H,B,9289.0,no,14359.85,no,178.97,10.82,no
no,17.94,1341.0,L,D,6889.0,no,13287.21,no,108.6,10.89,no
yes,23.86,1108.0,G,B,6033.0,no,13750.41,no,178.38,10.92,no
yes,22.59,1444.0,G,A,6779.0,no,14369.77,yes,166.2,10.82,no
no,42.92,1127.0,H,B,6902.0,no,16055.64,no,208.15,11.14,no
yes,27.74,1094.0,D,B,9054.0,no,12733.7,yes,108.16,11.11,no
yes,31.55,1062.0,G,A,11308.0,no,15650.98,yes,254.36,10.82,no
yes,43.18,1153.0,D,E,7199.0,no,17715.65,yes,171.75,11.29,no
yes,16.4,1290.0,B,B,6967.0,yes,17853.18,no,107.57,10.88,no
no,24.78,1185.0,J,B,10112.0,yes,15838.73,yes,217.18,10.83,no
no,68.05,1173.0,L,D,15030.0,yes,15776.57,no,108.2,10.83,no
yes,27.47,1127.0,K,E,4702.0,yes,30974.75,yes,161.83,10.85,no
yes,17.14,1197.0,K,A,8317.0,no,17007.13,yes,151.08,10.83,no
yes,42.98,1041.0,D,B,5609.0,yes,17395.72,no,192.23,11.35,no
yes,28.15,1102.0,C,A,8606.0,no,15373.47,no,178.43,11.61,no
yes,57.75,1083.0,C,B,9902.0,no,14638.18,yes,108.55,11.23,no
no,28.35,1479.0,B,A,6544.0,yes,26835.57,yes,158.99,10.83,no
yes,46.76,1230.0,H,B,10413.0,no,13209.45,no,154.07,10.95,no
yes,45.72,1195.0,D,B,7435.0,no,14726.45,yes,109.04,11.01,no
no,38.78,1146.0,C,B,6729.0,no,13488.46,yes,108.84,10.82,no
yes,26.58,1130.0,D,B,5896.0,no,14055.77,no,154.57,10.82,no
yes,23.2,1068.0,D,B,4995.0,no,14721.72,no,108.89,10.89,no
yes,16.32,1114.0,G,B,5512.0,no,17207.39,no,168.41,10.83,no
yes,21.85,1288.0,B,B,5838.0,yes,16593.72,no,173.92,10.83,no
no,27.51,1137.0,H,A,9510.0,no,14886.47,no,256.72,10.82,no
yes,43.11,1134.0,J,B,18396.0,no,16934.22,no,275.43,10.83,no
yes,35.24,1146.0,C,B,8516.0,no,17370.15,no,198.03,10.83,no
yes,28.15,1086.0,F,B,9199.0,yes,22185.63,yes,197.29,11.23,no
yes,23.6,1530.0,K,B,6421.0,no,12005.22,yes,155.55,10.9,no
yes,47.31,1083.0,C,B,6708.0,no,15373.73,no,171.41,10.82,no
yes,29.24,1192.0,A,A,7276.0,no,13171.74,no,209.42,10.82,no
no,55.74,1121.0,H,B,7209.0,no,14693.58,yes,202.74,10.96,no
yes,24.49,1065.0,G,B,6770.0,no,17641.04,yes,259.81,10.82,no
no,17.41,1225.0,L,D,5247.0,no,13167.81,no,108.25,10.82,no
yes,22.04,1286.0,M,B,6738.0,no,14387.91,no,166.75,11.1,no
no,13.4,1103.0,L,D,6142.0,yes,12578.65,no,170.82,10.98,no
yes,29.32,1499.0,C,B,7008.0,no,12266.69,no,108.55,11.17,no
yes,25.06,1085.0,K,A,5163.0,no,13890.06,yes,192.72,10.83,no
no,20.26,1200.0,K,A,9638.0,no,13173.34,no,135.22,11.48,no
yes,45.38,1159.0,K,A,14466.0,no,15494.38,yes,188.8,10.82,no
yes,26.3,1133.0,G,A,6648.0,no,14146.81,yes,163.5,10.82,no
yes,30.36,1173.0,M,B,6130.0,no,14901.39,no,166.7,11.06,no
yes,45.01,1104.0,G,B,9531.0,no,16532.08,yes,209.28,10.82,no
no,27.93,1192.0,K,A,6222.0,no,16872.08,no,215.86,11.17,no
yes,59.71,1100.0,J,B,18566.0,no,15570.09,no,261.04,10.82,no
yes,21.4,1104.0,D,B,6498.0,no,15836.3,yes,108.84,10.82,no
yes,36.7,1224.0,G,B,8963.0,no,15227.58,yes,197.05,10.82,no
no,32.7,1529.0,B,A,8521.0,no,12764.13,no,222.68,10.82,no
yes,36.48,1128.0,D,B,3865.0,no,14958.22,no,167.78,10.99,no
yes,45.99,1211.0,K,E,7511.0,no,13938.59,no,335.54,10.83,no
yes,32.46,1215.0,A,B,9820.0,no,13567.66,yes,171.61,10.82,no
yes,41.84,1133.0,F,B,6082.0,no,13595.56,no,173.33,10.83,no
no,23.58,1424.0,G,A,12372.0,no,13817.86,yes,118.37,10.84,no
yes,37.27,1045.0,D,B,4645.0,no,11967.68,no,166.94,11.07,no
no,24.96,1077.0,L,D,8198.0,yes,15199.29,no,145.33,11.18,no
yes,29.75,1114.0,H,B,5890.0,no,16609.17,no,166.16,10.82,no
yes,31.45,1198.0,C,B,7603.0,no,15653.37,no,198.86,10.83,no
no,30.33,1133.0,D,B,5096.0,no,17768.79,no,155.2,10.82,no
yes,35.92,1171.0,H,B,9069.0,no,14452.32,yes,255.93,10.82,no
yes,27.19,1172.0,D,B,6674.0,no,17054.07,no,181.58,11.02,no
no,35.89,1126.0,G,E,6467.0,yes,16552.2,yes,183.25,10.82,no
no,33.28,1134.0,L,D,7818.0,no,14241.14,no,250.38,10.83,no
yes,15.56,1133.0,G,B,6821.0,no,12864.35,no,193.41,10.83,no
yes,35.49,1219.0,D,B,9639.0,no,13803.1,no,163.11,10.82,no
yes,31.58,1212.0,L,D,7024.0,yes,19610.57,no,178.92,11.02,no
yes,35.97,1154.0,K,E,10956.0,no,13438.23,yes,267.47,10.82,no
yes,37.98,1260.0,K,E,7088.0,no,14878.21,yes,328.12,10.82,no
yes,47.77,1105.0,C,B,7422.0,no,12736.48,no,197.64,10.83,no
yes,14.6,1211.0,K,B,9263.0,no,14005.18,no,138.75,10.93,no
yes,34.6,1261.0,E,E,7739.0,no,16465.93,yes,313.15,10.82,no
yes,25.61,1100.0,D,B,5260.0,no,14788.74,no,177.7,11.1,no
yes,25.61,1167.0,G,B,10436.0,yes,14334.46,no,181.23,10.85,no
no,43.25,1209.0,L,D,6342.0,no,15905.39,no,171.71,10.82,no
no,20.38,1107.0,H,B,7647.0,no,15891.57,yes,178.34,10.82,no
yes,41.71,1044.0,C,B,4991.0,no,13333.46,no,218.02,10.83,no
no,39.65,1256.0,D,B,7967.0,no,18281.81,no,173.13,10.82,no
yes,24.77,1149.0,G,A,2947.0,no,17074.79,yes,162.87,10.82,no
yes,23.46,1434.0,J,B,7688.0,no,14561.21,yes,107.91,15.21,no
yes,25.61,1542.0,K,E,6630.0,no,16804.87,yes,189.24,10.82,no
yes,26.17,1111.0,L,D,7599.0,no,12480.72,yes,147.3,16.69,no
no,23.56,1368.0,B,B,9937.0,yes,23426.13,no,135.07,11.94,no
yes,34.22,1079.0,C,A,7989.0,no,12334.96,no,166.65,11.5,no
no,12.18,1269.0,F,B,8408.0,yes,17008.3,no,156.33,10.82,no
yes,33.46,1120.0,D,B,6940.0,no,12968.1,no,182.66,11.01,no
yes,27.79,1560.0,K,E,7765.0,no,14030.42,yes,180.35,10.82,no
no,16.85,1061.0,H,B,5844.0,no,17338.3,no,167.97,10.82,no
no,15.48,1112.0,L,D,7679.0,yes,14865.88,no,172.88,10.96,no
yes,38.84,1149.0,J,B,7378.0,no,17127.81,no,121.42,10.82,no
yes,24.34,1155.0,D,B,7205.0,no,14443.23,no,145.48,10.82,no
yes,61.28,1178.0,I,E,8546.0,no,14106.75,yes,302.34,10.82,no
yes,32.11,1088.0,G,B,4655.0,no,15087.84,no,195.67,13.25,no
yes,27.8,1077.0,J,B,9379.0,no,14773.95,yes,239.68,10.82,no
no,23.3,1414.0,G,A,10650.0,no,15009.39,yes,116.8,10.84,no
yes,30.66,1087.0,F,B,9733.0,no,14656.91,no,165.86,10.82,no
yes,20.2,1081.0,G,B,7588.0,yes,32386.9,no,108.99,10.82,no
yes,30.2,1095.0,F,B,7964.0,no,13523.96,no,186.64,10.82,no
yes,40.14,1133.0,K,E,6097.0,no,14162.04,no,234.62,10.82,no
yes,16.38,1140.0,D,F,8716.0,yes,17192.75,yes,180.1,11.55,no
yes,13.66,1110.0,G,B,8841.0,no,14560.99,yes,229.71,10.89,no
yes,22.08,1252.0,M,B,8574.0,no,15450.1,no,164.19,11.06,no
yes,17.61,1265.0,B,B,7681.0,yes,17210.88,no,162.03,10.82,no
yes,45.41,1181.0,K,E,6076.0,no,13437.84,no,147.54,10.83,no
yes,35.84,1118.0,C,A,3922.0,no,16887.23,yes,224.06,10.82,no
yes,43.86,1700.0,B,A,6813.0,yes,16055.19,no,383.57,10.92,no
yes,33.03,1336.0,H,B,6433.0,no,14164.37,yes,277.2,10.82,no
no,20.0,1305.0,B,B,8164.0,yes,30569.71,no,148.57,11.94,no
yes,19.39,1368.0,D,B,8520.0,no,13780.52,yes,171.02,10.82,no
no,15.84,1160.0,B,B,4598.0,no,14833.51,no,164.44,10.83,no
yes,22.08,1190.0,M,B,8195.0,no,15499.13,no,163.41,11.04,no
yes,17.39,1185.0,L,D,7512.0,no,15659.16,yes,178.58,10.82,no
yes,22.47,1471.0,C,B,5531.0,no,12951.49,no,107.71,11.2,no
yes,39.24,1129.0,G,B,5897.0,no,12078.22,yes,240.51,10.83,no
yes,60.97,1613.0,E,C,6394.0,yes,45737.84,no,171.46,10.95,no
yes,55.56,1234.0,L,D,7001.0,no,17590.99,no,157.22,10.82,no
no,22.03,1389.0,K,B,7176.0,no,14336.95,no,211.19,12.22,no
no,29.72,1155.0,L,D,7018.0,no,16745.05,yes,182.17,10.9,no
yes,20.86,1463.0,D,B,7363.0,no,14947.81,no,165.62,10.82,no
yes,33.73,1141.0,G,B,7259.0,no,15530.88,no,203.63,10.82,no
yes,19.8,1075.0,D,B,6423.0,no,13137.38,yes,108.01,10.82,no
no,67.75,1319.0,G,A,15470.0,yes,19699.55,yes,146.17,10.88,no
yes,19.09,1178.0,F,B,6874.0,yes,15865.95,no,108.4,10.83,no
yes,23.66,1435.0,L,D,8762.0,no,14796.16,no,142.78,10.82,no
yes,13.35,1476.0,G,A,8759.0,no,12591.0,yes,162.42,10.83,no
yes,24.96,1406.0,D,B,6058.0,no,14887.91,no,176.42,10.82,no
yes,23.02,1129.0,D,B,9970.0,no,14136.43,yes,153.04,10.83,no
yes,35.72,1112.0,C,A,5778.0,no,15327.98,yes,202.3,10.82,no
no,24.34,1106.0,F,B,6601.0,no,13010.02,yes,169.5,10.82,no
yes,23.15,1129.0,D,A,7002.0,yes,18432.0,yes,153.93,11.04,no
no,28.55,1430.0,D,B,7690.0,no,12964.05,yes,175.54,10.82,no
no,32.04,1093.0,B,B,8360.0,no,13504.95,yes,292.57,10.82,no
yes,18.96,1138.0,G,B,7114.0,yes,32872.97,no,108.25,10.82,no
yes,14.37,1210.0,K,A,9184.0,no,16156.56,yes,158.05,10.83,no
yes,71.28,1314.0,E,C,6347.0,no,18277.09,no,108.74,10.84,no
yes,15.89,1166.0,D,A,5776.0,no,15640.8,no,218.56,11.06,no
no,24.27,1144.0,D,B,8680.0,yes,16151.73,no,970.25,10.83,no
yes,34.96,1205.0,F,B,7265.0,no,14434.37,no,109.09,11.03,no
yes,16.43,1356.0,D,B,7743.0,no,17330.72,yes,159.03,10.82,no
yes,29.55,1525.0,K,E,6127.0,no,13965.09,yes,170.97,10.82,no
yes,27.13,1094.0,D,A,6224.0,no,11564.99,no,180.4,10.82,no
yes,16.67,1311.0,H,B,6164.0,no,16952.34,no,138.46,11.23,no
yes,44.15,1090.0,C,B,7582.0,no,14089.91,no,173.28,10.82,no
yes,32.21,1345.0,D,B,6974.0,no,15874.98,yes,132.42,10.82,no
no,33.28,1150.0,D,A,11883.0,no,15991.19,yes,225.73,10.82,no
no,21.75,1429.0,D,B,5353.0,no,12741.77,no,108.55,11.25,no
no,43.41,1062.0,K,A,6582.0,no,17765.96,no,223.32,11.08,no
yes,25.86,1074.0,H,B,7910.0,no,16012.14,no,181.53,10.83,no
no,20.74,1155.0,B,B,7260.0,yes,14610.72,yes,200.73,10.84,no
yes,33.36,1178.0,G,B,11089.0,no,13822.7,yes,190.22,10.82,no
yes,17.69,1225.0,D,B,6650.0,no,14372.39,no,139.83,10.82,no
yes,53.97,1269.0,F,B,11158.0,no,16572.43,no,286.13,11.01,no
yes,31.93,1153.0,K,E,8401.0,no,14639.85,yes,314.86,15.92,no
yes,49.45,1885.0,B,A,5522.0,yes,16903.44,no,421.93,10.92,no
no,54.78,1206.0,G,A,7121.0,no,15465.85,yes,208.69,10.82,no
yes,14.95,1312.0,J,B,5338.0,no,13600.0,no,163.26,10.82,no
no,38.41,1147.0,L,D,7810.0,no,12011.35,no,203.53,10.82,no
yes,36.38,1193.0,F,B,14833.0,no,15117.07,yes,215.81,10.82,no
yes,15.49,1154.0,D,F,7130.0,yes,20708.83,yes,175.44,11.46,no
no,21.68,1101.0,J,B,10771.0,no,15994.88,no,231.96,10.82,no
yes,32.79,1156.0,D,B,8594.0,no,18392.58,no,279.01,10.84,no
yes,37.39,1182.0,D,B,10522.0,yes,16044.72,yes,175.0,10.87,no
yes,53.51,1351.0,D,B,6698.0,no,18717.59,yes,108.55,11.05,no
no,14.26,1106.0,B,B,5210.0,yes,15658.25,no,155.25,10.96,no
yes,26.63,1119.0,J,B,7367.0,no,14564.96,yes,245.03,10.82,no
yes,35.26,1146.0,D,B,10348.0,no,18169.75,yes,108.3,11.05,no
yes,39.2,1105.0,G,B,6668.0,no,14046.45,no,204.02,10.82,no
no,18.38,1342.0,B,B,8516.0,yes,27771.92,no,148.33,11.92,no
yes,15.68,1083.0,J,B,8937.0,no,14076.91,no,189.78,10.82,no
no,74.41,1112.0,K,E,8337.0,no,13589.09,yes,217.38,13.25,no
yes,14.49,1418.0,F,A,6912.0,yes,18534.26,no,156.19,10.82,no
yes,22.59,1110.0,B,B,5795.0,no,16062.13,no,153.98,10.83,no
yes,17.09,1205.0,K,B,6130.0,no,14059.87,yes,240.31,12.15,no
yes,28.08,1125.0,C,B,8893.0,no,14187.53,yes,145.58,10.82,no
yes,36.61,1134.0,D,A,15778.0,no,16775.09,yes,108.3,10.82,no
yes,19.44,1113.0,D,B,9054.0,no,13547.43,yes,162.33,10.83,no
no,46.33,1150.0,D,B,9612.0,no,15139.95,no,308.77,10.82,no
yes,40.0,1130.0,D,E,6291.0,no,16824.19,yes,171.17,11.35,no
no,30.13,1194.0,D,B,8822.0,no,14924.78,no,179.51,10.82,no
yes,34.58,1121.0,D,B,7945.0,no,15595.4,yes,233.54,10.82,no
no,30.34,1313.0,G,B,14592.0,no,15821.58,yes,151.86,10.82,no
yes,51.64,1142.0,J,B,7037.0,no,15107.28,no,280.63,10.82,no
yes,60.67,1065.0,L,D,7053.0,no,14131.02,no,172.98,10.82,no
yes,21.4,1027.0,H,B,3653.0,no,14672.03,no,221.36,11.54,no
no,40.49,1149.0,K,G,6182.0,no,15587.81,no,108.16,11.0,no
yes,27.44,1096.0,D,B,10457.0,yes,16378.19,no,108.45,10.85,no
yes,21.91,1092.0,D,B,10095.0,no,16290.18,yes,190.37,10.83,no
no,16.98,1032.0,F,B,11043.0,no,12579.17,no,186.98,10.83,no
yes,26.71,1502.0,E,I,6066.0,no,14794.0,yes,166.79,12.11,no
no,38.3,1108.0,C,B,6798.0,no,14847.34,yes,107.81,10.82,no
yes,44.27,1063.0,C,B,6617.0,no,15356.33,no,192.23,10.83,no
yes,38.51,1197.0,G,B,6752.0,no,13446.76,yes,225.87,10.83,no
yes,29.49,1473.0,E,I,7903.0,no,15630.43,yes,162.18,11.99,no
yes,27.89,1124.0,D,B,8780.0,no,14211.46,yes,168.46,10.82,no
yes,23.03,1268.0,K,A,14669.0,yes,16504.72,yes,138.16,10.82,no
yes,40.44,1277.0,D,B,9783.0,no,14419.63,yes,133.74,10.82,no
no,12.34,1077.0,D,B,7739.0,no,16312.75,no,160.85,10.84,no
yes,35.0,1114.0,C,A,12150.0,no,12886.73,no,165.12,11.34,no
yes,29.96,1216.0,J,B,7712.0,no,11239.23,no,116.11,10.82,no
yes,30.49,1194.0,A,A,11921.0,no,15636.41,yes,257.75,10.82,no
yes,26.24,1162.0,C,B,8929.0,no,13228.43,yes,143.66,10.82,no
yes,30.34,1177.0,F,B,6840.0,no,13403.68,no,176.22,10.82,no
yes,32.22,1485.0,L,D,7653.0,yes,18012.91,no,168.46,10.82,no
yes,34.02,1166.0,F,B,6728.0,no,15840.56,yes,234.03,10.93,no
yes,14.57,1026.0,G,B,5918.0,yes,31765.15,no,109.09,10.82,no
yes,59.09,1196.0,L,D,6248.0,no,13747.44,no,190.27,10.83,no
yes,53.64,1839.0,B,A,7358.0,yes,15098.75,no,402.13,10.92,no
yes,20.62,1307.0,J,B,5307.0,no,15194.72,no,160.8,10.82,no
yes,25.03,1102.0,G,B,7516.0,no,14556.56,no,201.71,10.82,no
yes,21.5,1098.0,A,A,8809.0,no,13360.54,no,198.32,10.83,no
no,27.8,1076.0,L,D,10798.0,no,17352.02,no,207.31,10.82,no
yes,17.14,1127.0,D,F,5813.0,yes,17436.96,yes,164.73,11.48,no
yes,60.87,1148.0,L,D,9631.0,no,15257.38,no,156.58,10.82,no
